"YEAR","MONTH","CITY","COUNT"
1983,1,"THUNDER BAY",26
1983,1,"TIMMINS",15
1983,1,"TORONTO",476
1983,1,"TRENTON",7
1983,1,"WELLAND",9
1983,1,"WINDSOR",46
1983,1,"WOODSTOCK",11
1983,1,"YORK",17
1983,7,"ADJALA",7
1983,7,"AJAX",25
1983,7,"ALLISTON",7
1983,7,"ALMONTE",7
1983,7,"AMHERSTBURG",9
1983,7,"ANCASTER",16
1983,7,"ARNPRIOR",11
1983,7,"ASHFIELD",6
1983,7,"AUGUSTA",7
1983,7,"AURORA",10
1983,7,"AYLMER",10
1983,7,"BARRIE",55
1983,7,"BARRYS BAY",7
1983,7,"BELLEVILLE",69
1983,7,"BLENHEIM",7
1983,7,"BLIND RIVER",8
1983,7,"BRACEBRIDGE",15
1983,7,"BRADFORD",6
1983,7,"BRAMPTON",176
1983,7,"BRANTFORD",74
1983,7,"BRIGHTON",6
1983,7,"BROCK",11
1983,7,"BROCKVILLE",34
1983,7,"BURLINGTON",98
1983,7,"CALDWELL",6
1983,7,"CALEDON",27
1983,7,"CAMBRIDGE",93
1983,7,"CAMPBELLFORD",13
1983,7,"CARADOC",10
1983,7,"CARLETON PLACE",11
1983,7,"CASSELMAN",6
1983,7,"CHAPLEAU",10
1983,7,"CHARLOTTENBURGH",11
1983,7,"CHATHAM",65
1983,7,"COBOURG",24
1983,7,"COCHRANE",15
1983,7,"COLLINGWOOD",15
1983,7,"CORNWALL",92
1983,7,"CUMBERLAND",9
1983,7,"DELHI",12
1983,7,"DOURO",6
1983,7,"DRYDEN",15
1983,7,"DUNDAS",22
1983,7,"DUNNVILLE",10
1983,7,"E GWILLIMBURY",6
1983,7,"EAST YORK",42
1983,7,"ELLIOT LAKE",21
1983,7,"ELORA",6
1983,7,"ERIN",8
1983,7,"ESSA",11
1983,7,"ETOBICOKE",264
1983,7,"FERGUS",8
1983,7,"FLAMBOROUGH",18
1983,7,"FORT ERIE",22
1983,7,"GANANOQUE",7
1983,7,"GEORGINA",28
1983,7,"GERALDTON",6
1983,7,"GLANBROOK",10
1983,7,"GLOUCESTER",34
1983,7,"GODERICH",15
1983,7,"GOULBOURN",7
1983,7,"GRAVENHURST",6
1983,7,"GRIMSBY",9
1983,7,"GUELPH",76
1983,7,"HAILEYBURY",9
1983,7,"HALDIMAND",22
1983,7,"HALTON HILLS",38
1983,7,"HAMILTON",353
1983,7,"HANOVER",10
1983,7,"HAWKESBURY",19
1983,7,"HEARST",13
1983,7,"HUNTSVILLE",15
1983,7,"IGNACE",7
1983,7,"INGERSOLL",9
1983,7,"INNISFIL",10
1983,7,"IROQUOIS FALLS",12
1983,7,"KANATA",8
1983,7,"KAPUSKASING",24
1983,7,"KEMPTVILLE",6
1983,7,"KENORA",24
1983,7,"KINCARDINE",9
1983,7,"KING",11
1983,7,"KINGSTON",115
1983,7,"KINGSVILLE",6
1983,7,"KIRKLAND LAKE",19
1983,7,"KITCHENER",143
1983,7,"L'ORIGNAL",6
1983,7,"LANCASTER",6
1983,7,"LEAMINGTON",20
1983,7,"LINCOLN",21
1983,7,"LINDSAY",34
1983,7,"LONDON",297
1983,7,"MADOC",6
1983,7,"MANVERS",6
1983,7,"MARKHAM",58
1983,7,"MATTAWA",6
1983,7,"MEAFORD",6
1983,7,"MERRICKVILLE",6
1983,7,"MIDLAND",21
1983,7,"MILLBROOK",6
1983,7,"MILTON",37
1983,7,"MISSISSAUGA",191
1983,7,"MITCHELL",8
1983,7,"MOORE",7
1983,7,"MORNINGTON",6
1983,7,"MORRISBURG",12
1983,7,"MUSKOKA LAKES",9
1983,7,"N DORCHESTER",6
1983,7,"NANTICOKE",27
1983,7,"NAPANEE",11
1983,7,"NEPEAN",57
1983,7,"NEW LISKEARD",9
1983,7,"NEWCASTLE",29
1983,7,"NEWMARKET",53
1983,7,"NIAGARA FALLS",69
1983,7,"NIAGARA ON LAKE",19
1983,7,"NICKEL CENTRE",12
1983,7,"NORFOLK",9
1983,7,"NORTH BAY",74
1983,7,"NORTH YORK",455
1983,7,"NORWICH",8
1983,7,"NOTTAWASAGA",8
1983,7,"OAKVILLE",70
1983,7,"ORANGEVILLE",19
1983,7,"ORILLIA",60
1983,7,"OSGOODE",12
1983,7,"OSHAWA",121
1983,7,"OTONABEE",6
1983,7,"OTTAWA",456
1983,7,"OWEN SOUND",34
1983,7,"PARIS",7
1983,7,"PARRY SOUND",17
1983,7,"PELHAM",7
1983,7,"PEMBROKE",45
1983,7,"PENETANGUISHENE",9
1983,7,"PERTH",13
1983,7,"PETAWAWA",14
1983,7,"PETERBOROUGH",79
1983,7,"PICKERING",21
1983,7,"PICTON",18
1983,7,"PITTSBURGH",11
1983,7,"PORT COLBORNE",25
1983,7,"PORT ELGIN",9
1983,7,"PORT HOPE",11
1983,7,"PORTLAND",6
1983,7,"PRESCOTT",15
1983,7,"RAYSIDE-BALFOUR",17
1983,7,"RENFREW",10
1983,7,"RICHMOND HILL",30
1983,7,"RIDEAU",11
1983,7,"RIDGETOWN",7
1983,7,"ROCKLAND",7
1983,7,"SARNIA",85
1983,7,"SAULT STE MARIE",112
1983,7,"SCARBOROUGH",384
1983,7,"SCUGOG",15
1983,7,"SIMCOE",19
1983,7,"SMITHS FALLS",19
1983,7,"ST CATHARINES",139
1983,7,"ST THOMAS",32
1983,7,"STAYNER",8
1983,7,"STEPHEN",8
1983,7,"STONEY CREEK",17
1983,7,"STRATFORD",47
1983,7,"STRATHROY",10
1983,7,"STURGEON FALLS",12
1983,7,"SUDBURY",153
1983,7,"TECUMSEH",8
1983,7,"THOROLD",13
1983,7,"THUNDER BAY",142
1983,7,"TILLSONBURG",12
1983,7,"TIMMINS",73
1983,7,"TORONTO",1238
1983,7,"TRENTON",44
1983,7,"TYENDINAGA",7
1983,7,"UXBRIDGE",15
1983,7,"VALLEY EAST",17
1983,7,"VANIER",21
1983,7,"VAUGHAN",38
1983,7,"WALDEN",6
1983,7,"WALKERTON",7
1983,7,"WALLACEBURG",15
1983,7,"WATERLOO",50
1983,7,"WELLAND",56
1983,7,"WEST CARLETON",10
1983,7,"WEST LINCOLN",6
1983,7,"WEST LORNE",9
1983,7,"WEST SANDWICH",7
1983,7,"WHITBY",39
1983,7,"WHITCHURCH",13
1983,7,"WILMOT",8
1983,7,"WINDSOR",203
1983,7,"WOODSTOCK",53
1983,7,"WOOLWICH",19
1983,7,"YORK",66
1983,6,"AJAX",14
1983,6,"ALEXANDRIA",6
1983,6,"ALLISTON",6
1983,6,"AMHERSTBURG",12
1983,6,"ANCASTER",21
1983,6,"ARNPRIOR",17
1983,6,"AURORA",8
1983,6,"AYLMER",6
1983,6,"BANCROFT",6
1983,6,"BARRIE",42
1983,6,"BELLE RIVER",6
1983,6,"BELLEVILLE",53
1983,6,"BLENHEIM",8
1983,6,"BRACEBRIDGE",12
1983,6,"BRAMPTON",146
1983,6,"BRANTFORD",83
1983,6,"BRIGHTON",8
1983,6,"BROCK",11
1983,6,"BROCKVILLE",34
1983,6,"BURLINGTON",97
1983,6,"CALEDON",23
1983,6,"CAMBRIDGE",65
1983,6,"CAMPBELLFORD",10
1983,6,"CARLETON PLACE",8
1983,6,"CHARLOTTENBURGH",8
1983,6,"CHATHAM",56
1983,6,"CLARENCE",7
1983,6,"CLINTON",7
1983,6,"COBOURG",17
1983,6,"COCHRANE",7
1983,6,"COLLINGWOOD",22
1983,6,"CORNWALL",77
1983,6,"CUMBERLAND",8
1983,6,"DELHI",10
1983,6,"DRYDEN",14
1983,6,"DUNDAS",18
1983,6,"DUNNVILLE",7
1983,6,"E GWILLIMBURY",10
1983,6,"EAST YORK",33
1983,6,"ELLIOT LAKE",19
1983,6,"ERNESTOWN",7
1983,6,"ESSA",9
1983,6,"ESSEX",8
1983,6,"ETOBICOKE",239
1983,6,"FERGUS",9
1983,6,"FLAMBOROUGH",15
1983,6,"FOREST",8
1983,6,"FORT ERIE",8
1983,6,"FORT FRANCES",9
1983,6,"GANANOQUE",6
1983,6,"GEORGINA",19
1983,6,"GLANBROOK",7
1983,6,"GLOUCESTER",39
1983,6,"GODERICH",10
1983,6,"GRAVENHURST",9
1983,6,"GRIMSBY",12
1983,6,"GUELPH",60
1983,6,"HAILEYBURY",9
1983,6,"HALDIMAND",27
1983,6,"HALTON HILLS",29
1983,6,"HAMILTON",323
1983,6,"HANOVER",6
1983,6,"HARROW",6
1983,6,"HAWKESBURY",6
1983,6,"HEARST",6
1983,6,"HUNTSVILLE",9
1983,6,"INGERSOLL",9
1983,6,"KANATA",7
1983,6,"KAPUSKASING",9
1983,6,"KENORA",9
1983,6,"KING",19
1983,6,"KINGSTON",112
1983,6,"KIRKLAND LAKE",11
1983,6,"KITCHENER",160
1983,6,"LAKEFIELD",7
1983,6,"LEAMINGTON",19
1983,6,"LINCOLN",10
1983,6,"LINDSAY",38
1983,6,"LISTOWEL",8
1983,6,"LOCHIEL",7
1983,6,"LONDON",272
1983,6,"MAIDSTONE",7
1983,6,"MARKHAM",53
1983,6,"MEAFORD",11
1983,6,"MERSEA",6
1983,6,"MIDLAND",8
1983,6,"MILTON",32
1983,6,"MISSISSAUGA",173
1983,6,"MOORE",8
1983,6,"MORRISBURG",8
1983,6,"MOUNT FOREST",6
1983,6,"MUSKOKA LAKES",7
1983,6,"NANTICOKE",17
1983,6,"NAPANEE",13
1983,6,"NEPEAN",52
1983,6,"NEWCASTLE",23
1983,6,"NEWMARKET",42
1983,6,"NIAGARA FALLS",80
1983,6,"NIAGARA ON LAKE",9
1983,6,"NICKEL CENTRE",12
1983,6,"NORFOLK",12
1983,6,"NORTH BAY",62
1983,6,"NORTH YORK",454
1983,6,"NORWICH",8
1983,6,"OAKVILLE",62
1983,6,"ONAPING FALLS",6
1983,6,"ORANGEVILLE",14
1983,6,"ORILLIA",48
1983,6,"ORO",8
1983,6,"OSGOODE",11
1983,6,"OSHAWA",98
1983,6,"OSNABRUCK",6
1983,6,"OTTAWA",427
1983,6,"OWEN SOUND",32
1983,6,"PARIS",8
1983,6,"PARRY SOUND",18
1983,6,"PELHAM",6
1983,6,"PEMBROKE",33
1983,6,"PENETANGUISHENE",13
1983,6,"PERTH",14
1983,6,"PETAWAWA",8
1983,6,"PETERBOROUGH",70
1983,6,"PETROLIA",8
1983,6,"PICKERING",23
1983,6,"PICTON",11
1983,6,"PITTSBURGH",9
1983,6,"PORT COLBORNE",26
1983,6,"PORT HOPE",7
1983,6,"PORTLAND",6
1983,6,"PRESCOTT",12
1983,6,"RAYSIDE-BALFOUR",17
1983,6,"RENFREW",12
1983,6,"RICHMOND HILL",33
1983,6,"RIDEAU",9
1983,6,"SARNIA",76
1983,6,"SAULT STE MARIE",96
1983,6,"SCARBOROUGH",376
1983,6,"SCUGOG",13
1983,6,"SIMCOE",14
1983,6,"SMITHS FALLS",20
1983,6,"ST CATHARINES",129
1983,6,"ST MARYS",6
1983,6,"ST THOMAS",33
1983,6,"STONEY CREEK",23
1983,6,"STRATFORD",17
1983,6,"STRATHROY",12
1983,6,"STURGEON FALLS",7
1983,6,"SUDBURY",101
1983,6,"THOROLD",15
1983,6,"THUNDER BAY",102
1983,6,"TILBURY",6
1983,6,"TIMMINS",51
1983,6,"TORONTO",1246
1983,6,"TRENTON",32
1983,6,"UXBRIDGE",14
1983,6,"VALLEY EAST",15
1983,6,"VANIER",13
1983,6,"VAUGHAN",33
1983,6,"WAINFLEET",6
1983,6,"WALKERTON",8
1983,6,"WALLACEBURG",9
1983,6,"WATERLOO",39
1983,6,"WELLAND",36
1983,6,"WELLESLEY",8
1983,6,"WEST CARLETON",8
1983,6,"WEST LINCOLN",7
1983,6,"WHITBY",19
1983,6,"WHITCHURCH",12
1983,6,"WILMOT",9
1983,6,"WINDSOR",184
1983,6,"WOODSTOCK",36
1983,6,"WOOLWICH",21
1983,6,"YORK",42
1983,6,"ZORRA",6
1983,3,"AJAX",8
1983,3,"BARRIE",16
1983,3,"BELLEVILLE",17
1983,3,"BRAMPTON",71
1983,3,"BRANTFORD",25
1983,3,"BROCKVILLE",11
1983,3,"BURLINGTON",34
1983,3,"CALEDON",9
1983,3,"CAMBRIDGE",28
1983,3,"CHATHAM",16
1983,3,"COBOURG",6
1983,3,"CORNWALL",22
1983,3,"EAST YORK",7
1983,3,"ELLIOT LAKE",8
1983,3,"ETOBICOKE",74
1983,3,"FLAMBOROUGH",6
1983,3,"FORT ERIE",8
1983,3,"FORT FRANCES",6
1983,3,"GUELPH",21
1983,3,"HALDIMAND",10
1983,3,"HAMILTON",125
1983,3,"KAPUSKASING",6
1983,3,"KENORA",7
1983,3,"KINGSTON",43
1983,3,"KIRKLAND LAKE",6
1983,3,"KITCHENER",53
1983,3,"LINDSAY",8
1983,3,"LONDON",85
1983,3,"MARKHAM",10
1983,3,"MILTON",13
1983,3,"MISSISSAUGA",62
1983,3,"NANTICOKE",12
1983,3,"NEPEAN",9
1983,3,"NEWCASTLE",9
1983,3,"NEWMARKET",9
1983,3,"NIAGARA FALLS",37
1983,3,"NORFOLK",8
1983,3,"NORTH BAY",24
1983,3,"NORTH YORK",147
1983,3,"OAKVILLE",19
1983,3,"ORILLIA",13
1983,3,"OSHAWA",37
1983,3,"OTTAWA",148
1983,3,"OWEN SOUND",8
1983,3,"PEMBROKE",12
1983,3,"PETERBOROUGH",19
1983,3,"PORT COLBORNE",11
1983,3,"SARNIA",23
1983,3,"SAULT STE MARIE",29
1983,3,"SCARBOROUGH",113
1983,3,"SIMCOE",6
1983,3,"ST CATHARINES",30
1983,3,"ST THOMAS",9
1983,3,"STRATFORD",7
1983,3,"SUDBURY",41
1983,3,"THUNDER BAY",45
1983,3,"TIMMINS",16
1983,3,"TORONTO",555
1983,3,"VAUGHAN",11
1983,3,"WATERLOO",9
1983,3,"WELLAND",14
1983,3,"WHITBY",10
1983,3,"WINDSOR",78
1983,3,"WOODSTOCK",12
1983,3,"YORK",14
1983,5,"AJAX",15
1983,5,"ALEXANDRIA",8
1983,5,"ALLISTON",6
1983,5,"AMHERSTBURG",8
1983,5,"ANCASTER",10
1983,5,"ARNPRIOR",9
1983,5,"AURORA",6
1983,5,"AYLMER",12
1983,5,"BARRIE",45
1983,5,"BELLE RIVER",6
1983,5,"BELLEVILLE",38
1983,5,"BRACEBRIDGE",10
1983,5,"BRAMPTON",124
1983,5,"BRANTFORD",52
1983,5,"BROCKVILLE",25
1983,5,"BURLINGTON",87
1983,5,"CALDWELL",6
1983,5,"CALEDON",14
1983,5,"CAMBRIDGE",63
1983,5,"CARLETON PLACE",6
1983,5,"CASSELMAN",6
1983,5,"CHATHAM",37
1983,5,"COBOURG",16
1983,5,"COLLINGWOOD",14
1983,5,"CORNWALL",51
1983,5,"CUMBERLAND",6
1983,5,"DRAYTON",9
1983,5,"DUNDAS",15
1983,5,"DUNNVILLE",6
1983,5,"EAST YORK",24
1983,5,"ELLIOT LAKE",11
1983,5,"ESSA",6
1983,5,"ETOBICOKE",217
1983,5,"FERGUS",10
1983,5,"FLAMBOROUGH",17
1983,5,"FORT ERIE",25
1983,5,"FORT FRANCES",8
1983,5,"GEORGINA",10
1983,5,"GLANBROOK",8
1983,5,"GLOUCESTER",41
1983,5,"GODERICH",13
1983,5,"GOULBOURN",8
1983,5,"GRIMSBY",13
1983,5,"GUELPH",62
1983,5,"HAILEYBURY",7
1983,5,"HALDIMAND",11
1983,5,"HALTON HILLS",20
1983,5,"HAMILTON",280
1983,5,"HAWKESBURY",7
1983,5,"HUNTSVILLE",10
1983,5,"KAPUSKASING",11
1983,5,"KENORA",12
1983,5,"KING",13
1983,5,"KINGSTON",97
1983,5,"KINGSVILLE",8
1983,5,"KIRKLAND LAKE",13
1983,5,"KITCHENER",125
1983,5,"L'ORIGNAL",6
1983,5,"LEAMINGTON",15
1983,5,"LINCOLN",9
1983,5,"LINDSAY",16
1983,5,"LISTOWEL",6
1983,5,"LONDON",201
1983,5,"MARKHAM",38
1983,5,"MEAFORD",7
1983,5,"MILTON",26
1983,5,"MISSISSAUGA",147
1983,5,"MUSKOKA LAKES",6
1983,5,"N DORCHESTER",7
1983,5,"NANTICOKE",14
1983,5,"NAPANEE",10
1983,5,"NEPEAN",50
1983,5,"NEWCASTLE",20
1983,5,"NEWMARKET",28
1983,5,"NIAGARA FALLS",81
1983,5,"NIAGARA ON LAKE",10
1983,5,"NORTH BAY",56
1983,5,"NORTH YORK",369
1983,5,"NORWICH",8
1983,5,"NOTTAWASAGA",9
1983,5,"OAKVILLE",50
1983,5,"ONAPING FALLS",11
1983,5,"ORANGEVILLE",14
1983,5,"ORILLIA",28
1983,5,"OSHAWA",87
1983,5,"OTTAWA",388
1983,5,"OWEN SOUND",20
1983,5,"PARRY SOUND",6
1983,5,"PELHAM",11
1983,5,"PEMBROKE",23
1983,5,"PERTH",12
1983,5,"PETERBOROUGH",72
1983,5,"PETROLIA",6
1983,5,"PICKERING",15
1983,5,"PICTON",6
1983,5,"PORT COLBORNE",16
1983,5,"PORT HOPE",8
1983,5,"PRESCOTT",6
1983,5,"RAYSIDE-BALFOUR",13
1983,5,"RENFREW",8
1983,5,"RICHMOND HILL",39
1983,5,"RIDEAU",7
1983,5,"SARNIA",57
1983,5,"SAULT STE MARIE",88
1983,5,"SCARBOROUGH",297
1983,5,"SCUGOG",10
1983,5,"SEAFORTH",6
1983,5,"SIMCOE",18
1983,5,"SMITHS FALLS",16
1983,5,"ST CATHARINES",118
1983,5,"ST THOMAS",25
1983,5,"STONEY CREEK",23
1983,5,"STRATFORD",27
1983,5,"STRATHROY",11
1983,5,"STURGEON FALLS",9
1983,5,"SUDBURY",97
1983,5,"TECUMSEH",6
1983,5,"THOROLD",13
1983,5,"THUNDER BAY",84
1983,5,"TILLSONBURG",9
1983,5,"TIMMINS",38
1983,5,"TORONTO",1016
1983,5,"TRENTON",23
1983,5,"VALLEY EAST",16
1983,5,"VANIER",18
1983,5,"VAUGHAN",29
1983,5,"WALKERTON",11
1983,5,"WALLACEBURG",13
1983,5,"WATERLOO",35
1983,5,"WELLAND",37
1983,5,"WELLESLEY",9
1983,5,"WHITBY",22
1983,5,"WHITCHURCH",12
1983,5,"WILMOT",7
1983,5,"WINDSOR",172
1983,5,"WOODSTOCK",24
1983,5,"WOOLWICH",15
1983,5,"YORK",36
1983,11,"AJAX",11
1983,11,"AMHERSTBURG",7
1983,11,"ANCASTER",8
1983,11,"ARNPRIOR",6
1983,11,"AYLMER",10
1983,11,"BARRIE",35
1983,11,"BELLEVILLE",27
1983,11,"BRAMPTON",77
1983,11,"BRANTFORD",39
1983,11,"BROCKVILLE",10
1983,11,"BURLINGTON",40
1983,11,"CALEDON",11
1983,11,"CAMBRIDGE",38
1983,11,"CHATHAM",32
1983,11,"COBOURG",9
1983,11,"COLLINGWOOD",7
1983,11,"CORNWALL",35
1983,11,"DELHI",11
1983,11,"DRYDEN",7
1983,11,"DUNDAS",9
1983,11,"EAST YORK",12
1983,11,"ELLIOT LAKE",10
1983,11,"ETOBICOKE",143
1983,11,"FERGUS",6
1983,11,"FLAMBOROUGH",6
1983,11,"GEORGINA",6
1983,11,"GLOUCESTER",14
1983,11,"GUELPH",35
1983,11,"HALDIMAND",11
1983,11,"HALTON HILLS",9
1983,11,"HAMILTON",189
1983,11,"KINGSTON",45
1983,11,"KIRKLAND LAKE",7
1983,11,"KITCHENER",91
1983,11,"LEAMINGTON",13
1983,11,"LINDSAY",12
1983,11,"LONDON",120
1983,11,"MARKHAM",27
1983,11,"MILTON",19
1983,11,"MISSISSAUGA",88
1983,11,"NANTICOKE",9
1983,11,"NEPEAN",6
1983,11,"NEWCASTLE",6
1983,11,"NEWMARKET",24
1983,11,"NIAGARA FALLS",41
1983,11,"NORFOLK",9
1983,11,"NORTH BAY",31
1983,11,"NORTH YORK",193
1983,11,"OAKVILLE",26
1983,11,"ORANGEVILLE",10
1983,11,"ORILLIA",23
1983,11,"OSHAWA",61
1983,11,"OTTAWA",183
1983,11,"OWEN SOUND",8
1983,11,"PARIS",6
1983,11,"PARRY SOUND",6
1983,11,"PEMBROKE",13
1983,11,"PERTH",6
1983,11,"PETERBOROUGH",26
1983,11,"PICKERING",6
1983,11,"PICTON",7
1983,11,"PORT COLBORNE",10
1983,11,"PRESCOTT",7
1983,11,"RENFREW",6
1983,11,"RICHMOND HILL",16
1983,11,"RIDEAU",6
1983,11,"SARNIA",46
1983,11,"SAULT STE MARIE",44
1983,11,"SCARBOROUGH",181
1983,11,"SIMCOE",12
1983,11,"SMITHS FALLS",6
1983,11,"SOUTH SANDWICH",6
1983,11,"ST CATHARINES",72
1983,11,"ST THOMAS",12
1983,11,"STONEY CREEK",12
1983,11,"STRATFORD",16
1983,11,"STRATHROY",7
1983,11,"SUDBURY",57
1983,11,"THOROLD",7
1983,11,"THUNDER BAY",52
1983,11,"TIMMINS",25
1983,11,"TORONTO",727
1983,11,"TRENTON",6
1983,11,"VALLEY EAST",6
1983,11,"VANIER",7
1983,11,"VAUGHAN",12
1983,11,"WALLACEBURG",12
1983,11,"WATERLOO",20
1983,11,"WELLAND",16
1983,11,"WHITBY",8
1983,11,"WINDSOR",97
1983,11,"WOODSTOCK",22
1983,11,"WOOLWICH",9
1983,11,"YORK",29
1983,10,"AJAX",13
1983,10,"ALLISTON",8
1983,10,"AMHERSTBURG",10
1983,10,"ANCASTER",8
1983,10,"ANDERDON",6
1983,10,"ARNPRIOR",9
1983,10,"AURORA",9
1983,10,"AYLMER",10
1983,10,"BARRIE",51
1983,10,"BELLEVILLE",43
1983,10,"BLENHEIM",6
1983,10,"BRACEBRIDGE",16
1983,10,"BRAMPTON",134
1983,10,"BRANTFORD",64
1983,10,"BRIGHTON",10
1983,10,"BROCK",7
1983,10,"BROCKVILLE",31
1983,10,"BURLINGTON",86
1983,10,"CALEDON",18
1983,10,"CAMBRIDGE",52
1983,10,"CARLETON PLACE",7
1983,10,"CHATHAM",47
1983,10,"COBOURG",18
1983,10,"COLLINGWOOD",11
1983,10,"CORNWALL",50
1983,10,"CUMBERLAND",6
1983,10,"DELHI",18
1983,10,"DRYDEN",11
1983,10,"DUNDAS",21
1983,10,"DUNNVILLE",9
1983,10,"EAST YORK",25
1983,10,"ELLIOT LAKE",15
1983,10,"ESSEX",8
1983,10,"ETOBICOKE",259
1983,10,"FLAMBOROUGH",21
1983,10,"FORT ERIE",20
1983,10,"FORT FRANCES",11
1983,10,"GEORGINA",12
1983,10,"GLANBROOK",12
1983,10,"GLOUCESTER",22
1983,10,"GODERICH",8
1983,10,"GRAVENHURST",9
1983,10,"GRIMSBY",9
1983,10,"GUELPH",58
1983,10,"HALDIMAND",14
1983,10,"HALTON HILLS",29
1983,10,"HAMILTON",331
1983,10,"HARROW",9
1983,10,"HAWKESBURY",8
1983,10,"HUNTSVILLE",18
1983,10,"INGERSOLL",14
1983,10,"KAPUSKASING",7
1983,10,"KENORA",11
1983,10,"KINCARDINE",6
1983,10,"KING",12
1983,10,"KINGSTON",77
1983,10,"KINGSVILLE",6
1983,10,"KIRKLAND LAKE",8
1983,10,"KITCHENER",108
1983,10,"LEAMINGTON",21
1983,10,"LINCOLN",17
1983,10,"LINDSAY",11
1983,10,"LONDON",250
1983,10,"MAIDSTONE",6
1983,10,"MARKHAM",52
1983,10,"MIDLAND",13
1983,10,"MILTON",37
1983,10,"MISSISSAUGA",194
1983,10,"MUSKOKA LAKES",6
1983,10,"NANTICOKE",21
1983,10,"NAPANEE",10
1983,10,"NEPEAN",26
1983,10,"NEW LISKEARD",9
1983,10,"NEWCASTLE",19
1983,10,"NEWMARKET",31
1983,10,"NIAGARA FALLS",71
1983,10,"NIAGARA ON LAKE",17
1983,10,"NICKEL CENTRE",7
1983,10,"NORFOLK",14
1983,10,"NORTH BAY",47
1983,10,"NORTH YORK",369
1983,10,"NORWICH",7
1983,10,"OAKVILLE",55
1983,10,"ORANGEVILLE",9
1983,10,"ORILLIA",30
1983,10,"ORO",6
1983,10,"OSGOODE",6
1983,10,"OSHAWA",87
1983,10,"OTTAWA",326
1983,10,"OWEN SOUND",27
1983,10,"PARIS",6
1983,10,"PARRY SOUND",8
1983,10,"PEMBROKE",22
1983,10,"PERTH",14
1983,10,"PETERBOROUGH",59
1983,10,"PICKERING",10
1983,10,"PICTON",14
1983,10,"PORT COLBORNE",14
1983,10,"PORT ELGIN",6
1983,10,"PRESCOTT",6
1983,10,"RAYSIDE-BALFOUR",11
1983,10,"RENFREW",9
1983,10,"RICHMOND HILL",21
1983,10,"RIDEAU",7
1983,10,"SARNIA",54
1983,10,"SAULT STE MARIE",51
1983,10,"SCARBOROUGH",345
1983,10,"SCUGOG",9
1983,10,"SIMCOE",12
1983,10,"SMITHS FALLS",12
1983,10,"ST CATHARINES",127
1983,10,"ST THOMAS",30
1983,10,"STONEY CREEK",25
1983,10,"STRATFORD",31
1983,10,"STRATHROY",11
1983,10,"STURGEON FALLS",6
1983,10,"SUDBURY",60
1983,10,"THOROLD",16
1983,10,"THUNDER BAY",92
1983,10,"THURLOW",6
1983,10,"TILLSONBURG",10
1983,10,"TIMMINS",38
1983,10,"TORONTO",1022
1983,10,"TRENTON",20
1983,10,"UXBRIDGE",7
1983,10,"VALLEY EAST",12
1983,10,"VANIER",9
1983,10,"VAUGHAN",40
1983,10,"VESPRA",6
1983,10,"WALKERTON",11
1983,10,"WALLACEBURG",11
1983,10,"WATERLOO",26
1983,10,"WELLAND",36
1983,10,"WEST LINCOLN",10
1983,10,"WHITBY",21
1983,10,"WHITCHURCH",7
1983,10,"WINDSOR",181
1983,10,"WOODSTOCK",33
1983,10,"WOOLWICH",13
1983,10,"YORK",54
1983,9,"AJAX",20
1983,9,"ALEXANDRIA",6
1983,9,"ALLISTON",7
1983,9,"AMHERSTBURG",8
1983,9,"ANCASTER",17
1983,9,"ARNPRIOR",8
1983,9,"AURORA",16
1983,9,"AYLMER",11
1983,9,"BANCROFT",11
1983,9,"BARRIE",44
1983,9,"BELLEVILLE",53
1983,9,"BRACEBRIDGE",21
1983,9,"BRAMPTON",152
1983,9,"BRANTFORD",58
1983,9,"BRIGHTON",9
1983,9,"BROCK",7
1983,9,"BROCKVILLE",33
1983,9,"BURLINGTON",96
1983,9,"CALEDON",34
1983,9,"CAMBRIDGE",81
1983,9,"CARLETON PLACE",9
1983,9,"CHALK RIVER",6
1983,9,"CHATHAM",55
1983,9,"CLARENCE",6
1983,9,"COBOURG",20
1983,9,"COCHRANE",10
1983,9,"COLLINGWOOD",10
1983,9,"CORNWALL",59
1983,9,"DRYDEN",10
1983,9,"DUNDAS",9
1983,9,"DUNNVILLE",9
1983,9,"EAST YORK",32
1983,9,"ELLIOT LAKE",10
1983,9,"ERAMOSA",6
1983,9,"ERIN",7
1983,9,"ERNESTOWN",6
1983,9,"ESPANOLA",10
1983,9,"ESSA",6
1983,9,"ETOBICOKE",270
1983,9,"FERGUS",6
1983,9,"FLAMBOROUGH",28
1983,9,"FOREST",7
1983,9,"FORT ERIE",21
1983,9,"FORT FRANCES",9
1983,9,"GANANOQUE",8
1983,9,"GEORGINA",12
1983,9,"GLANBROOK",7
1983,9,"GLOUCESTER",27
1983,9,"GODERICH",14
1983,9,"GRIMSBY",17
1983,9,"GUELPH",69
1983,9,"HALDIMAND",12
1983,9,"HALTON HILLS",26
1983,9,"HAMILTON",335
1983,9,"HAWKESBURY",8
1983,9,"HEARST",7
1983,9,"HOWICK",6
1983,9,"HUNTSVILLE",16
1983,9,"INGERSOLL",7
1983,9,"KANATA",9
1983,9,"KAPUSKASING",14
1983,9,"KENORA",11
1983,9,"KING",10
1983,9,"KINGSTON",95
1983,9,"KIRKLAND LAKE",7
1983,9,"KITCHENER",134
1983,9,"L'ORIGNAL",10
1983,9,"LEAMINGTON",12
1983,9,"LINCOLN",17
